subject	condition	channel	frequency	time	total_power	evoked_power	induced_power	itc	n_epochs	status
sub-1002	Standard	Fz	4.0	0.36	3.748136443916776e-09	8.091515521425085e-12	3.740044928395351e-09	0.0316417041883258	754	OK
sub-1002	Standard	Fz	4.0	0.368	3.658087893437838e-09	6.564858547967098e-12	3.651523034889871e-09	0.0323682536158013	754	OK
sub-1002	Standard	Fz	4.0	0.376	3.5520374473890554e-09	5.890911727635718e-12	3.5461465356614196e-09	0.0255660634313794	754	OK
sub-1002	Standard	Fz	4.0	0.384	3.4782455190839074e-09	6.257862376620946e-12	3.471987656707286e-09	0.0247223874281878	754	OK
sub-1002	Standard	Fz	4.0	0.392	3.479873207858643e-09	7.638655862689387e-12	3.4722345519959532e-09	0.0212086754585317	754	OK
sub-1002	Standard	Fz	4.0	0.4	3.561702829373289e-09	9.695358138999808e-12	3.5520074712342893e-09	0.0233114191316337	754	OK
sub-1002	Standard	Fz	4.0	0.408	3.700466531459546e-09	1.1960847536151091e-11	3.6885056839233957e-09	0.0274544638685205	754	OK
sub-1002	Standard	Fz	4.0	0.416	3.873746426509397e-09	1.4283751221667034e-11	3.85946267528773e-09	0.0293497628370851	754	OK
sub-1002	Standard	Fz	4.0	0.424	4.0492404271552725e-09	1.670342076749934e-11	4.032537006387773e-09	0.0254942858477329	754	OK
sub-1002	Standard	Fz	4.0	0.432	4.174706838195948e-09	1.847357759749584e-11	4.1562332605984535e-09	0.0268134636881083	754	OK
sub-1002	Standard	Fz	4.0	0.44	4.212263614569788e-09	1.778590556423789e-11	4.1944777090055495e-09	0.032148723653413	754	OK
sub-1002	Standard	Fz	4.0	0.448	4.157719677096379e-09	1.3865840337997746e-11	4.1438538367583806e-09	0.0214565389530704	754	OK
sub-1002	Standard	Fz	4.0	0.456	4.022770951362185e-09	8.827158227735378e-12	4.0139437931344496e-09	0.0233663782361377	754	OK
sub-1002	Standard	Fz	4.0	0.464	3.835910500254762e-09	5.482642329235333e-12	3.830427857925527e-09	0.0357286813201008	754	OK
sub-1002	Standard	Fz	4.0	0.472	3.648499448338378e-09	4.0402673669184e-12	3.6444591809714596e-09	0.038429356399104	754	OK
sub-1002	Standard	Fz	4.0	0.48	3.508071412158619e-09	2.992366389084812e-12	3.5050790457695342e-09	0.0453737194459437	754	OK
sub-1002	Standard	Fz	4.0	0.488	3.437127778570846e-09	2.1712539766450093e-12	3.434956524594201e-09	0.0468050798924327	754	OK
sub-1002	Standard	Fz	4.0	0.496	3.433198544677942e-09	2.622321188053977e-12	3.430576223489888e-09	0.0439235771144866	754	OK
sub-1002	Standard	Fz	4.0	0.504	3.470503231851574e-09	4.146728672492208e-12	3.4663565031790823e-09	0.0396729091534941	754	OK
sub-1002	Standard	Fz	4.0	0.512	3.5235236767036767e-09	5.376582585781587e-12	3.518147094117896e-09	0.0447636065576303	754	OK
sub-1002	Standard	Fz	4.0	0.52	3.592008539321992e-09	6.264457253608202e-12	3.585744082068384e-09	0.0339039806736988	754	OK
sub-1002	Standard	Fz	4.0	0.528	3.6819093802124484e-09	8.012026364973819e-12	3.673897353847475e-09	0.0353056484223354	754	OK
sub-1002	Standard	Fz	4.0	0.536	3.790128223293964e-09	1.0208821695391305e-11	3.7799194015985726e-09	0.0423658231426568	754	OK
sub-1002	Standard	Fz	4.0	0.544	3.917613684775255e-09	1.0703792622634025e-11	3.906909892152621e-09	0.0404726882205578	754	OK
sub-1002	Standard	Fz	4.0	0.552	4.057860779185173e-09	8.739325689560369e-12	4.0491214534956126e-09	0.0277077768489941	754	OK
sub-1002	Standard	Fz	4.0	0.56	4.257676568718758e-09	5.557598857571834e-12	4.252118969861187e-09	0.0222547331564396	754	OK
sub-1002	Standard	Fz	4.0	0.568	6.475854346408213e-09	4.774185468784221e-12	6.471080160939429e-09	0.0189333415788085	754	OK
sub-1002	Standard	Fz	4.0	0.576	1.1128728655465464e-08	7.216235806096227e-12	1.1121512419659369e-08	0.0135595287385385	754	OK
sub-1002	Standard	Fz	4.0	0.584	1.668204351955439e-08	1.101419967760928e-11	1.667102931987678e-08	0.013661721637448	754	OK
sub-1002	Standard	Fz	4.0	0.592	2.061839800576255e-08	1.3925322026092743e-11	2.0604472683736462e-08	0.0109226935377435	754	OK
sub-1002	Standard	Fz	4.0	0.6	2.2077762851131933e-08	1.5605582661120312e-11	2.2062157268470808e-08	0.012580633837188	754	OK
sub-1002	Standard	Fz	5.0	-0.2	2.6532468571707493e-09	4.7537390299356855e-12	2.648493118140814e-09	0.0412305339710018	754	OK
sub-1002	Standard	Fz	5.0	-0.192	2.6438700360064813e-09	4.830811184937894e-12	2.6390392248215442e-09	0.0527613129513212	754	OK
sub-1002	Standard	Fz	5.0	-0.184	2.4984037879581263e-09	4.1739947661385256e-12	2.494229793191988e-09	0.0563037484264995	754	OK
sub-1002	Standard	Fz	5.0	-0.176	2.303221527880721e-09	2.7494095017211506e-12	2.3004721183789997e-09	0.0603718735950234	754	OK
sub-1002	Standard	Fz	5.0	-0.168	2.346849803567267e-09	1.3384387541169916e-12	2.34551136481315e-09	0.0660046425405803	754	OK
sub-1002	Standard	Fz	5.0	-0.16	2.75982903532785e-09	7.774779143135967e-13	2.7590515574135367e-09	0.0551861057576328	754	OK
sub-1002	Standard	Fz	5.0	-0.152	3.309443773984295e-09	1.07951978013141e-12	3.3083642542041637e-09	0.0476944901595427	754	OK
sub-1002	Standard	Fz	5.0	-0.144	3.4232583488633772e-09	1.7011656319381099e-12	3.4215571832314383e-09	0.0437439345467281	754	OK
sub-1002	Standard	Fz	5.0	-0.136	3.4054427753567653e-09	2.4510571005594098e-12	3.402991718256206e-09	0.033538351354047	754	OK
sub-1002	Standard	Fz	5.0	-0.128	3.3950202832259673e-09	3.507533826023277e-12	3.391512749399944e-09	0.031833156294866	754	OK
sub-1002	Standard	Fz	5.0	-0.12	3.390139682480262e-09	4.820721569410648e-12	3.3853189609108516e-09	0.0460277223094309	754	OK
sub-1002	Standard	Fz	5.0	-0.112	3.381854053234137e-09	5.864276953636585e-12	3.3759897762805e-09	0.04345460886248	754	OK
sub-1002	Standard	Fz	5.0	-0.104	3.377266629171837e-09	6.105126834882856e-12	3.3711615023369542e-09	0.0441988054464123	754	OK
sub-1002	Standard	Fz	5.0	-0.096	3.385918082323943e-09	5.620585253364889e-12	3.380297497070578e-09	0.0206151211319729	754	OK
sub-1002	Standard	Fz	5.0	-0.088	3.400173965457754e-09	4.9675429118794495e-12	3.395206422545875e-09	0.0113179732017295	754	OK
sub-1002	Standard	Fz	5.0	-0.08	3.4072411679871382e-09	4.6377939250315e-12	3.4026033740621063e-09	0.0070494205827734	754	OK
sub-1002	Standard	Fz	5.0	-0.072	3.406221756330631e-09	4.920550088055892e-12	3.401301206242575e-09	0.0161158319089263	754	OK
sub-1002	Standard	Fz	5.0	-0.064	3.403762564986392e-09	5.901386261367879e-12	3.397861178725024e-09	0.0218225134039983	754	OK
sub-1002	Standard	Fz	5.0	-0.056	3.403082877346041e-09	7.19272368468361e-12	3.3958901536613582e-09	0.0320666732484106	754	OK
sub-1002	Standard	Fz	5.0	-0.048	3.403626491652609e-09	8.082994035955214e-12	3.395543497616654e-09	0.0356807330184002	754	OK
sub-1002	Standard	Fz	5.0	-0.04	3.407224676771985e-09	8.268032018951125e-12	3.398956644753034e-09	0.0321655794721044	754	OK
sub-1002	Standard	Fz	5.0	-0.032	3.414672634652973e-09	8.03877824392105e-12	3.406633856409052e-09	0.0245260325439043	754	OK
sub-1002	Standard	Fz	5.0	-0.024	3.4163823530452833e-09	7.652681206947722e-12	3.4087296718383358e-09	0.0311056459487973	754	OK
sub-1002	Standard	Fz	5.0	-0.016	3.4042726669790673e-09	6.807029839837997e-12	3.3974656371392284e-09	0.032319159587168	754	OK
sub-1002	Standard	Fz	5.0	-0.008	3.391487151683994e-09	4.946974262655043e-12	3.3865401774213395e-09	0.0307786453118166	754	OK
sub-1002	Standard	Fz	5.0	0.0	3.398387666533708e-09	2.500134062671008e-12	3.395887532471037e-09	0.0180248633060118	754	OK
sub-1002	Standard	Fz	5.0	0.008	3.4288309598963412e-09	1.0569440194500184e-12	3.4277740158768907e-09	0.0283142686104151	754	OK
sub-1002	Standard	Fz	5.0	0.016	3.4801403920947963e-09	1.0670171628242657e-12	3.4790733749319717e-09	0.0338701530352554	754	OK
sub-1002	Standard	Fz	5.0	0.024	3.5540310078970353e-09	1.211552630917013e-12	3.552819455266118e-09	0.0334333674296851	754	OK
sub-1002	Standard	Fz	5.0	0.032	3.6332270256520526e-09	1.3613083057211632e-12	3.6318657173463315e-09	0.0188860809360399	754	OK
sub-1002	Standard	Fz	5.0	0.04	3.6679271276384163e-09	2.583618310925956e-12	3.66534350932749e-09	0.0214779852680858	754	OK
sub-1002	Standard	Fz	5.0	0.048	3.6177536682573172e-09	3.9183916624077495e-12	3.613835276594909e-09	0.0297103301969212	754	OK
sub-1002	Standard	Fz	5.0	0.056	3.5012307048926903e-09	4.031097519857015e-12	3.4971996073728343e-09	0.0359991316977336	754	OK
sub-1002	Standard	Fz	5.0	0.064	3.3727151573484894e-09	4.494176904376956e-12	3.368220980444113e-09	0.0335847910531731	754	OK
sub-1002	Standard	Fz	5.0	0.072	3.260498245448578e-09	6.4497891365219284e-12	3.254048456312056e-09	0.0466704068047331	754	OK
sub-1002	Standard	Fz	5.0	0.08	3.1665312797545823e-09	7.671598180757696e-12	3.1588596815738247e-09	0.0755457811472672	754	OK
sub-1002	Standard	Fz	5.0	0.088	3.1061669929894252e-09	7.550649556618653e-12	3.098616343432807e-09	0.0739061022093551	754	OK
sub-1002	Standard	Fz	5.0	0.096	3.0992414303682804e-09	1.0372640920339909e-11	3.08886878944794e-09	0.0688896172353729	754	OK
sub-1002	Standard	Fz	5.0	0.104	3.133909658299065e-09	1.8759581736674157e-11	3.1151500765623907e-09	0.0981842826918936	754	OK
sub-1002	Standard	Fz	5.0	0.112	3.1688074446490716e-09	2.7780370432593075e-11	3.141027074216478e-09	0.1163161006226937	754	OK
sub-1002	Standard	Fz	5.0	0.12	3.1657500913571304e-09	3.1374041516821216e-11	3.1343760498403087e-09	0.1062917378162489	754	OK
sub-1002	Standard	Fz	5.0	0.128	3.114661733373832e-09	3.1214223815266016e-11	3.083447509558566e-09	0.0749199065080924	754	OK
sub-1002	Standard	Fz	5.0	0.136	3.0325171040322206e-09	3.182395444858943e-11	3.0006931495836313e-09	0.0999603383881036	754	OK
sub-1002	Standard	Fz	5.0	0.144	2.945684806592534e-09	3.1511689444525125e-11	2.914173117148009e-09	0.1267427415632721	754	OK
sub-1002	Standard	Fz	5.0	0.152	2.8756405700512704e-09	2.761172229502475e-11	2.848028847756246e-09	0.1208995734364365	754	OK
sub-1002	Standard	Fz	5.0	0.16	2.829474848245692e-09	2.4577145457495655e-11	2.804897702788196e-09	0.1155084176072681	754	OK
sub-1002	Standard	Fz	5.0	0.168	2.803319773313725e-09	2.672760592736301e-11	2.776592167386362e-09	0.1131471550209157	754	OK
sub-1002	Standard	Fz	5.0	0.176	2.80091478481374e-09	2.9497346904469895e-11	2.77141743790927e-09	0.1196497925093854	754	OK
sub-1002	Standard	Fz	5.0	0.184	2.82939229275513e-09	2.6261149573535148e-11	2.8031311431815953e-09	0.1142866988331156	754	OK
sub-1002	Standard	Fz	5.0	0.192	2.8757500866751334e-09	1.827297769815049e-11	2.857477108976983e-09	0.0836639734925	754	OK
sub-1002	Standard	Fz	5.0	0.2	2.9157283854406486e-09	1.2783444013523136e-11	2.902944941427125e-09	0.0640021919542141	754	OK
sub-1002	Standard	Fz	5.0	0.208	2.9404571025826964e-09	1.5559139689839043e-11	2.9248979628928583e-09	0.0885124895427215	754	OK
sub-1002	Standard	Fz	5.0	0.216	2.95639711022479e-09	2.7592970161417983e-11	2.9288041400633727e-09	0.1226217549064205	754	OK
sub-1002	Standard	Fz	5.0	0.224	2.969175322029754e-09	4.5975876252640117e-11	2.923199445777114e-09	0.1532976623496731	754	OK
sub-1002	Standard	Fz	5.0	0.232	2.9737106796958922e-09	6.590610361571e-11	2.9078045760801813e-09	0.1634712948440249	754	OK
sub-1002	Standard	Fz	5.0	0.24	2.963760474624591e-09	8.236386615407169e-11	2.881396608470519e-09	0.177197958629292	754	OK
sub-1002	Standard	Fz	5.0	0.248	2.955894748502961e-09	9.086254851814395e-11	2.8650321999848174e-09	0.1709843306474965	754	OK
sub-1002	Standard	Fz	5.0	0.256	2.9874295627463674e-09	8.812580736067063e-11	2.899303755385697e-09	0.1531221504377445	754	OK
sub-1002	Standard	Fz	5.0	0.264	3.082857075447421e-09	7.384984855329161e-11	3.009007226894129e-09	0.1424927773760551	754	OK
sub-1002	Standard	Fz	5.0	0.272	3.2296723479773246e-09	5.2192604645497636e-11	3.177479743331827e-09	0.1368417424044492	754	OK
sub-1002	Standard	Fz	5.0	0.28	3.3809666522385827e-09	3.0359180832216686e-11	3.3506074714063662e-09	0.1059238986406762	754	OK
sub-1002	Standard	Fz	5.0	0.288	3.489334114960781e-09	1.447827043355462e-11	3.474855844527226e-09	0.0871090870986042	754	OK
sub-1002	Standard	Fz	5.0	0.296	3.55106836784945e-09	6.356009395605775e-12	3.5447123584538444e-09	0.0717266989018788	754	OK
sub-1002	Standard	Fz	5.0	0.304	3.5980025491985904e-09	3.9768176313381295e-12	3.5940257315672517e-09	0.0528435810579542	754	OK
sub-1002	Standard	Fz	5.0	0.312	3.64755291810859e-09	4.465438251879588e-12	3.6430874798567112e-09	0.0385227199998287	754	OK
sub-1002	Standard	Fz	5.0	0.32	3.691768684170699e-09	6.117100321932408e-12	3.6856515838487667e-09	0.0278422261518202	754	OK
sub-1002	Standard	Fz	5.0	0.328	3.724050798109513e-09	8.271988143259076e-12	3.715778809966254e-09	0.01938798298031	754	OK
sub-1002	Standard	Fz	5.0	0.336	3.747031705951638e-09	1.0272604032662908e-11	3.7367591019189754e-09	0.016875841571185	754	OK
sub-1002	Standard	Fz	5.0	0.344	3.7610711781357686e-09	1.1077290587651393e-11	3.749993887548117e-09	0.0311942878506225	754	OK
sub-1002	Standard	Fz	5.0	0.352	3.755402090186234e-09	1.0148287496156827e-11	3.745253802690078e-09	0.0333110966909268	754	OK
sub-1002	Standard	Fz	5.0	0.36	3.710701674146144e-09	8.24224126860435e-12	3.7024594328775403e-09	0.0321907155360393	754	OK
sub-1002	Standard	Fz	5.0	0.368	3.6200424608362743e-09	6.61989034416634e-12	3.613422570492108e-09	0.0346076149343855	754	OK
sub-1002	Standard	Fz	5.0	0.376	3.509188572478284e-09	5.9927491674330194e-12	3.5031958233108513e-09	0.0292578461651539	754	OK
sub-1002	Standard	Fz	5.0	0.384	3.428182072102481e-09	6.549409351643411e-12	3.4216326627508373e-09	0.0246749258430421	754	OK
sub-1002	Standard	Fz	5.0	0.392	3.421159464018333e-09	8.085209489877382e-12	3.4130742545284555e-09	0.0233597577820571	754	OK
sub-1002	Standard	Fz	5.0	0.4	3.501037509757334e-09	1.0040751301249816e-11	3.490996758456084e-09	0.0267042608214867	754	OK
sub-1002	Standard	Fz	5.0	0.408	3.648339725486679e-09	1.2058279454879923e-11	3.636281446031799e-09	0.030066939786828	754	OK
sub-1002	Standard	Fz	5.0	0.416	3.830082810308642e-09	1.4285479242937788e-11	3.815797331065705e-09	0.0294796453732516	754	OK
sub-1002	Standard	Fz	5.0	0.424	4.008789299523787e-09	1.6844902906161652e-11	3.991944396617625e-09	0.0272354403296402	754	OK
sub-1002	Standard	Fz	5.0	0.432	4.138671602461834e-09	1.8842225949966577e-11	4.119829376511867e-09	0.0291055148254182	754	OK
sub-1002	Standard	Fz	5.0	0.44	4.18010482090793e-09	1.819896052874625e-11	4.1619058603791845e-09	0.0306987110194394	754	OK
sub-1002	Standard	Fz	5.0	0.448	4.123068898187107e-09	1.395700869989966e-11	4.109111889487207e-09	0.0229975425393604	754	OK
sub-1002	Standard	Fz	5.0	0.456	3.985509138875933e-09	8.426504014703762e-12	3.977082634861229e-09	0.0221924159832261	754	OK
sub-1002	Standard	Fz	5.0	0.464	3.799916272013661e-09	4.7904106129697695e-12	3.795125861400691e-09	0.0330092439221319	754	OK
sub-1002	Standard	Fz	5.0	0.472	3.609844828744022e-09	3.443729625582633e-12	3.6064010991184395e-09	0.0376035337408888	754	OK
sub-1002	Standard	Fz	5.0	0.48	3.463099928119395e-09	2.8578082194833197e-12	3.460242119899911e-09	0.0461086687623726	754	OK
sub-1002	Standard	Fz	5.0	0.488	3.3915865293227996e-09	2.4823938623129325e-12	3.389104135460486e-09	0.0470107387498921	754	OK
sub-1002	Standard	Fz	5.0	0.496	3.392050684348698e-09	2.808193027290928e-12	3.389242491321407e-09	0.042456468636962	754	OK
sub-1002	Standard	Fz	5.0	0.504	3.433493898220579e-09	3.761982844251986e-12	3.429731915376327e-09	0.0376149330747941	754	OK
sub-1002	Standard	Fz	5.0	0.512	3.4907740562243517e-09	4.700757308231029e-12	3.4860732989161212e-09	0.0408472662008408	754	OK
sub-1002	Standard	Fz	5.0	0.52	3.560113414156835e-09	5.8193121626976976e-12	3.554294101994137e-09	0.0288016445628755	754	OK
sub-1002	Standard	Fz	5.0	0.528	3.6464369345272557e-09	7.965115208829685e-12	3.638471819318426e-09	0.0352240986017713	754	OK
sub-1002	Standard	Fz	5.0	0.536	3.756976646254105e-09	1.0447054204480913e-11	3.746529592049624e-09	0.0447001642492507	754	OK
sub-1002	Standard	Fz	5.0	0.544	3.89148806526447e-09	1.101473686870372e-11	3.8804733283957664e-09	0.0396741051535836	754	OK
sub-1002	Standard	Fz	5.0	0.552	4.030498846126899e-09	8.912216696231e-12	4.0215866294306694e-09	0.0288241731527731	754	OK
sub-1002	Standard	Fz	5.0	0.56	4.172616435420532e-09	5.340971329136868e-12	4.167275464091395e-09	0.0225272275680118	754	OK
sub-1002	Standard	Fz	5.0	0.568	6.185115216969435e-09	4.145929932892643e-12	6.180969287036542e-09	0.017118846915503	754	OK
sub-1002	Standard	Fz	5.0	0.576	1.05801663073778e-08	6.229208704794466e-12	1.0573937098673004e-08	0.0151434610430199	754	OK
sub-1002	Standard	Fz	5.0	0.584	1.6092788666605763e-08	1.0019506896836189e-11	1.6082769159708927e-08	0.013896663551287	754	OK
sub-1002	Standard	Fz	5.0	0.592	2.0362237625936103e-08	1.3467747564273732e-11	2.0348769878371828e-08	0.0110751519493594	754	OK
sub-1002	Standard	Fz	5.0	0.6	2.2259872810734724e-08	1.5761922246137117e-11	2.2244110888488592e-08	0.0115003158515056	754	OK
sub-1002	Standard	Fz	6.0	-0.2	2.554284172213539e-09	4.521438133209485e-12	2.5497627340803302e-09	0.0357208369396775	754	OK
sub-1002	Standard	Fz	6.0	-0.192	2.5003514727064954e-09	4.646815318925064e-12	2.49570465738757e-09	0.0497569964249665	754	OK
sub-1002	Standard	Fz	6.0	-0.184	2.3051152307410422e-09	4.054495516943814e-12	2.301060735224098e-09	0.0539033284039822	754	OK
sub-1002	Standard	Fz	6.0	-0.176	2.0999999981182387e-09	2.638606505958648e-12	2.09736139161228e-09	0.0532713454059092	754	OK
sub-1002	Standard	Fz	6.0	-0.168	2.171178599565201e-09	1.2131957879540053e-12	2.1699654037772474e-09	0.0657809149669762	754	OK
sub-1002	Standard	Fz	6.0	-0.16	2.603903190793641e-09	6.68878973000965e-13	2.60323431182064e-09	0.0531717246946112	754	OK
sub-1002	Standard	Fz	6.0	-0.152	3.1370122957979572e-09	1.0003827572258683e-12	3.136011913040731e-09	0.0540622187519706	754	OK
sub-1002	Standard	Fz	6.0	-0.144	3.243847190288622e-09	1.5556408543825102e-12	3.242291549434239e-09	0.0423004397225292	754	OK
sub-1002	Standard	Fz	6.0	-0.136	3.226928862648538e-09	2.2697474189047935e-12	3.224659115229633e-09	0.0267602323809897	754	OK
sub-1002	Standard	Fz	6.0	-0.128	3.216858749923355e-09	3.3197517446413807e-12	3.213538998178714e-09	0.0290542737705786	754	OK
sub-1002	Standard	Fz	6.0	-0.12	3.2135427522124766e-09	4.638218209302786e-12	3.2089045340031733e-09	0.0392457117989315	754	OK
sub-1002	Standard	Fz	6.0	-0.112	3.2056981752160323e-09	5.6901856443625855e-12	3.20000798957167e-09	0.0418902714783176	754	OK
sub-1002	Standard	Fz	6.0	-0.104	3.1979404941014747e-09	5.911740464221611e-12	3.192028753637253e-09	0.0420083815056399	754	OK
sub-1002	Standard	Fz	6.0	-0.096	3.201923148254707e-09	5.388918117496328e-12	3.19653423013721e-09	0.0179541745338943	754	OK
sub-1002	Standard	Fz	6.0	-0.088	3.213758875713429e-09	4.715697001410545e-12	3.209043178712018e-09	0.0112612520041035	754	OK
sub-1002	Standard	Fz	6.0	-0.08	3.2220037178860323e-09	4.405715845217959e-12	3.217598002040814e-09	0.0060829092794255	754	OK
sub-1002	Standard	Fz	6.0	-0.072	3.223581693776634e-09	4.765898062562837e-12	3.2188157957140714e-09	0.01497695373688	754	OK
sub-1002	Standard	Fz	6.0	-0.064	3.2219006076738687e-09	5.822434307436201e-12	3.2160781733664326e-09	0.020696849777654	754	OK
sub-1002	Standard	Fz	6.0	-0.056	3.221174473501454e-09	7.061563074490242e-12	3.214112910426964e-09	0.0291748543408139	754	OK
sub-1002	Standard	Fz	6.0	-0.048	3.2247241290872012e-09	7.803517806178134e-12	3.2169206112810233e-09	0.0367323514257579	754	OK
sub-1002	Standard	Fz	6.0	-0.04	3.232392425316841e-09	7.902260276120694e-12	3.22449016504072e-09	0.0301980913845023	754	OK
sub-1002	Standard	Fz	6.0	-0.032	3.2384206834187406e-09	7.664456200894781e-12	3.230756227217846e-09	0.0235541178761616	754	OK
sub-1002	Standard	Fz	6.0	-0.024	3.2346292916381303e-09	7.306286515445899e-12	3.2273230051226846e-09	0.0318818630525204	754	OK
sub-1002	Standard	Fz	6.0	-0.016	3.2217659707342437e-09	6.566956846791915e-12	3.2151990138874517e-09	0.0339078884961309	754	OK
sub-1002	Standard	Fz	6.0	-0.008	3.2135632242787022e-09	4.836514352888737e-12	3.208726709925813e-09	0.0294297172042162	754	OK
sub-1002	Standard	Fz	6.0	0.0	3.220986960821901e-09	2.4351054210669386e-12	3.2185518554008343e-09	0.0199586893625291	754	OK
sub-1002	Standard	Fz	6.0	0.008	3.24463423127619e-09	9.875912982877133e-13	3.2436466399779027e-09	0.0274813343731144	754	OK
sub-1002	Standard	Fz	6.0	0.016	3.2888313595577603e-09	1.0126637899643294e-12	3.287818695767796e-09	0.0321539465530172	754	OK
sub-1002	Standard	Fz	6.0	0.024	3.3595482684720543e-09	1.276829004322125e-12	3.358271439467732e-09	0.0326317497721433	754	OK
sub-1002	Standard	Fz	6.0	0.032	3.437338542335875e-09	1.6550370300156485e-12	3.4356835053058596e-09	0.0207732252121277	754	OK
sub-1002	Standard	Fz	6.0	0.04	3.4723981336768206e-09	2.888630918398331e-12	3.469509502758422e-09	0.0202164832572383	754	OK
sub-1002	Standard	Fz	6.0	0.048	3.426216055091889e-09	4.029511172004231e-12	3.422186543919885e-09	0.0279019496782359	754	OK
sub-1002	Standard	Fz	6.0	0.056	3.3148797856468182e-09	4.4326557289940216e-12	3.3104471299178243e-09	0.0390587599781689	754	OK
sub-1002	Standard	Fz	6.0	0.064	3.1904993610860366e-09	5.449396587096645e-12	3.1850499644989403e-09	0.0351422193768944	754	OK
sub-1002	Standard	Fz	6.0	0.072	3.084208246704939e-09	7.123855655689223e-12	3.0770843910492503e-09	0.0466951963697644	754	OK
sub-1002	Standard	Fz	6.0	0.08	2.9983329867041532e-09	7.955025549140086e-12	2.990377961155013e-09	0.0805940340909398	754	OK
sub-1002	Standard	Fz	6.0	0.088	2.9423217832984355e-09	8.827394744081202e-12	2.933494388554354e-09	0.0822476553094088	754	OK
sub-1002	Standard	Fz	6.0	0.096	2.933523717731428e-09	1.2369744867528535e-11	2.921153972863899e-09	0.0749822967331119	754	OK
sub-1002	Standard	Fz	6.0	0.104	2.96531131892715e-09	1.8911900949001263e-11	2.946399417978149e-09	0.0991443869156338	754	OK
sub-1002	Standard	Fz	6.0	0.112	3.000926531063081e-09	2.582670507359628e-11	2.9750998259894843e-09	0.1199537546435529	754	OK
sub-1002	Standard	Fz	6.0	0.12	3.0019108399291342e-09	3.028072214530573e-11	2.9716301177838286e-09	0.1087387027113278	754	OK
sub-1002	Standard	Fz	6.0	0.128	2.9559552530776292e-09	3.1761077413620056e-11	2.924194175664009e-09	0.0807476158573185	754	OK
sub-1002	Standard	Fz	6.0	0.136	2.876398949572388e-09	3.1053875230811133e-11	2.845345074341577e-09	0.1050538374077721	754	OK
sub-1002	Standard	Fz	6.0	0.144	2.7872995878153582e-09	2.797795523333543e-11	2.759321632582023e-09	0.1253871186104931	754	OK
sub-1002	Standard	Fz	6.0	0.152	2.714904148428782e-09	2.3717206463535474e-11	2.691186941965246e-09	0.1160068583040427	754	OK
sub-1002	Standard	Fz	6.0	0.16	2.672601714019826e-09	2.258001541437709e-11	2.6500216986054484e-09	0.1153956229474038	754	OK
sub-1002	Standard	Fz	6.0	0.168	2.653060921048165e-09	2.5936546259570972e-11	2.6271243747885942e-09	0.1195203567827464	754	OK
sub-1002	Standard	Fz	6.0	0.176	2.651690227118398e-09	2.8366397381505078e-11	2.623323829736893e-09	0.1178031742653636	754	OK
sub-1002	Standard	Fz	6.0	0.184	2.676029340984408e-09	2.4844017390269636e-11	2.6511853235941383e-09	0.1118213070012388	754	OK
sub-1002	Standard	Fz	6.0	0.192	2.720710849708963e-09	1.7590788978403145e-11	2.70312006073056e-09	0.0849399137475498	754	OK
sub-1002	Standard	Fz	6.0	0.2	2.764061040852711e-09	1.2960858949266203e-11	2.751100181903445e-09	0.0652382414389579	754	OK
sub-1002	Standard	Fz	6.0	0.208	2.7917115256245893e-09	1.5457127497203768e-11	2.776254398127386e-09	0.0824246762471066	754	OK
sub-1002	Standard	Fz	6.0	0.216	2.805107858972473e-09	2.6009236498565344e-11	2.7790986224739075e-09	0.1110725492880476	754	OK
sub-1002	Standard	Fz	6.0	0.224	2.812073257244921e-09	4.274501809536328e-11	2.7693282391495582e-09	0.1516317629863048	754	OK
sub-1002	Standard	Fz	6.0	0.232	2.812609940010358e-09	6.176749274889125e-11	2.7508424472614667e-09	0.1652227684917251	754	OK
sub-1002	Standard	Fz	6.0	0.24	2.800838766929606e-09	7.804614079990891e-11	2.7227926261296982e-09	0.1757730064148389	754	OK
sub-1002	Standard	Fz	6.0	0.248	2.790599788152281e-09	8.6625683213347e-11	2.7039741049389347e-09	0.1694213674973782	754	OK
sub-1002	Standard	Fz	6.0	0.256	2.819065607313562e-09	8.409962831990218e-11	2.7349659789936603e-09	0.1517140113013031	754	OK
sub-1002	Standard	Fz	6.0	0.264	2.911878972888391e-09	7.032629718557078e-11	2.84155267570282e-09	0.1410292226860433	754	OK
sub-1002	Standard	Fz	6.0	0.272	3.0561071512531203e-09	4.941488464158738e-11	3.006692266611532e-09	0.1308116585677296	754	OK
sub-1002	Standard	Fz	6.0	0.28	3.2047223487643303e-09	2.8316081029403e-11	3.1764062677349267e-09	0.1007294156802783	754	OK
sub-1002	Standard	Fz	6.0	0.288	3.3107516582773194e-09	1.3016813579779334e-11	3.29773484469754e-09	0.0829994271508841	754	OK
sub-1002	Standard	Fz	6.0	0.296	3.3684448997129124e-09	5.337707757179571e-12	3.3631071919557342e-09	0.0676114547750841	754	OK
sub-1002	Standard	Fz	6.0	0.304	3.407128270785185e-09	3.2993237677056797e-12	3.4038289470174803e-09	0.052874511148028	754	OK
sub-1002	Standard	Fz	6.0	0.312	3.448029270257754e-09	4.009900953497806e-12	3.444019369304256e-09	0.0396117425984284	754	OK
sub-1002	Standard	Fz	6.0	0.32	3.490933146371462e-09	5.733797532144594e-12	3.4851993488393172e-09	0.0279645365753268	754	OK
